neighbourhood,neighbourhood_group,accommodates,room_type,bathrooms,bedrooms,beds,price,review_scores_rating,availability_365,instant_bookable
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,110,92,106,f
Schöneberg-Süd,Tempelhof - Schöneberg,15,Entire home/apt,2,4,12,162,94,312,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,3,89,0,355,f
Parkviertel,Mitte,3,Entire home/apt,1,1,3,33,91,339,f
Neuköllner Mitte/Zentrum,Neukölln,3,Private room,1,1,2,50,97,300,f
Friedenau,Tempelhof - Schöneberg,4,Entire home/apt,1,1,1,55,94,285,t
Buchholz,Pankow,5,Entire home/apt,2,3,3,134,100,285,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,80,100,76,f
Parkviertel,Mitte,3,Entire home/apt,1,1,1,30,0,111,t
Ost 2,Reinickendorf,3,Entire home/apt,1,1,1,34,0,289,t
Helmholtzplatz,Pankow,4,Entire home/apt,1,1,2,27,97,91,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,2,2,2,105,97,289,f
Schloßstr.,Steglitz - Zehlendorf,5,Entire home/apt,1,2,4,140,96,175,f
Albrechtstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,2,4,40,93,323,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,1,1,60,97,295,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,3,Entire home/apt,1.5,1,2,65,96,353,f
Moabit Ost,Mitte,6,Entire home/apt,2,2,5,145,100,332,f
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,5,Entire home/apt,1,2,2,50,97,218,f
Alexanderplatz,Mitte,3,Entire home/apt,1,1,2,55,100,224,f
Alt-Hohenschönhausen Nord,Lichtenberg,4,Entire home/apt,1,1,4,34,93,362,f
Moabit Ost,Mitte,8,Entire home/apt,2,3,5,204,99,295,f
Rummelsburger Bucht,Lichtenberg,3,Entire home/apt,1,1,2,48,98,139,f
Moabit West,Mitte,3,Entire home/apt,1,1,1,53.57,85,364,t
Brunnenstr. Süd,Mitte,4,Entire home/apt,2.5,2,2,170,97,128,f
Alexanderplatz,Mitte,6,Entire home/apt,1,2,3,85,89,349,f
Alexanderplatz,Mitte,7,Entire home/apt,1,2,4,63,88,350,f
Moabit West,Mitte,6,Entire home/apt,1,1,4,75,98,353,t
West 2,Reinickendorf,4,Entire home/apt,1.5,2,4,80,100,151,f
Mierendorffplatz,Charlottenburg-Wilm.,4,Entire home/apt,1,1,4,55,93,352,t
Reuterstraße,Neukölln,3,Private room,1.5,1,2,55,98,363,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,72,87,363,f
Alexanderplatz,Mitte,4,Private room,1.5,1,0,54,93,107,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,145,100,363,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,50,89,322,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,0,45,90,107,f
Alexanderplatz,Mitte,6,Shared room,0,1,0,13,89,186,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,6,Shared room,0,1,0,50,93,107,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,2,300,100,364,f
Prenzlauer Berg Nord,Pankow,3,Private room,0,1,2,42,93,199,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,82,100,110,f
Moabit Ost,Mitte,5,Entire home/apt,1,2,4,75,96,350,t
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,2,2,146,90,89,f
Helmholtzplatz,Pankow,3,Entire home/apt,1,2,2,95,87,139,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,3,30,97,289,f
Moabit West,Mitte,4,Entire home/apt,1,2,5,91,92,162,t
Brunnenstr. Süd,Mitte,3,Entire home/apt,1.5,1,1,65,100,78,f
Regierungsviertel,Mitte,4,Entire home/apt,1,2,2,100,88,331,t
Prenzlauer Berg Ost,Pankow,4,Private room,1.5,1,1,65,98,78,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,2,0,80,99,257,f
Prenzlauer Berg Nordwest,Pankow,3,Private room,0,1,2,45,100,90,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Private room,1,1,1,35,92,33,f
Moabit Ost,Mitte,9,Entire home/apt,0,3,6,200,97,289,t
Tempelhof,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,49,85,71,f
Albrechtstr.,Steglitz - Zehlendorf,5,Entire home/apt,1,2,4,85,95,364,f
Neuköllner Mitte/Zentrum,Neukölln,5,Entire home/apt,1,2,2,125,100,179,f
Prenzlauer Berg Nordwest,Pankow,6,Entire home/apt,1,2,3,104,90,353,f
Brunnenstr. Süd,Mitte,8,Entire home/apt,1,4,4,119,100,107,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,82,91,322,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,115,100,272,f
Plänterwald,Treptow - Köpenick,6,Entire home/apt,2,2,3,89,100,256,f
Mierendorffplatz,Charlottenburg-Wilm.,4,Entire home/apt,1.5,3,3,119,0,228,f
Blankenfelde/Niederschönhausen,Pankow,4,Entire home/apt,1,2,2,103,88,347,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,1,110,99,68,t
Alexanderplatz,Mitte,4,Entire home/apt,1.5,2,2,86,100,297,f
Brunnenstr. Nord,Mitte,4,Entire home/apt,1.5,2,3,65,100,49,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,2,3,3,189,98,291,f
Moabit Ost,Mitte,4,Entire home/apt,1,1,2,72,90,347,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,2,2,2,130,96,171,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,86,96,364,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,2,2,110,97,170,f
Prenzlauer Berg Ost,Pankow,3,Entire home/apt,1,1,1,80,97,358,f
Moabit Ost,Mitte,7,Entire home/apt,2,3,6,190,98,182,f
Parkviertel,Mitte,5,Entire home/apt,1,2,5,42,100,328,f
Neuköllner Mitte/Zentrum,Neukölln,3,Private room,0,1,1,32,99,321,f
Tempelhof,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,75,98,352,t
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,1,1,59,92,341,f
Weißensee,Pankow,4,Entire home/apt,1,1,2,61,94,357,f
Rahnsdorf/Hessenwinkel,Treptow - Köpenick,4,Entire home/apt,1,2,2,90,100,341,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,2,3,56,94,323,t
Moabit West,Mitte,6,Entire home/apt,1.5,3,6,199,98,355,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,100,100,84,f
Rudow,Neukölln,14,Private room,2.5,2,8,181,96,179,f
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1.5,1,2,76,95,87,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,1,1,1,125,98,194,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,3,90,87,365,f
Alexanderplatz,Mitte,4,Entire home/apt,2,2,5,115,98,155,f
Alexanderplatz,Mitte,5,Entire home/apt,1,1,3,85,95,321,f
Prenzlauer Berg Süd,Pankow,6,Entire home/apt,2,3,6,229,97,262,f
Schloßstr.,Steglitz - Zehlendorf,5,Entire home/apt,1,1,5,85,99,354,t
Niederschöneweide,Treptow - Köpenick,4,Shared room,0,1,3,40,0,178,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,3,85,90,320,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,85,96,321,f
Osloer Straße,Mitte,3,Entire home/apt,1,1,2,62,100,292,t
Moabit Ost,Mitte,12,Entire home/apt,2,5,7,192,98,331,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,3,3,265,0,365,t
Moabit Ost,Mitte,8,Entire home/apt,1,3,5,193,96,353,f
Kurfürstendamm,Charlottenburg-Wilm.,8,Shared room,0,1,8,24,89,171,f
Wedding Zentrum,Mitte,3,Private room,0,1,1,30,98,36,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,42,95,349,t
Moabit West,Mitte,11,Entire home/apt,1,3,4,149,98,64,t
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,2,3,4,225,97,103,f
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,2,3,4,239,99,140,f
Moabit West,Mitte,10,Entire home/apt,1,2,5,103,99,57,t
Moabit West,Mitte,11,Entire home/apt,1,3,6,161,99,59,t
Moabit West,Mitte,10,Entire home/apt,1,2,5,109,99,52,t
Schillerpromenade,Neukölln,3,Private room,0,1,1,40,94,180,f
Rixdorf,Neukölln,3,Entire home/apt,1,1,2,30,96,163,f
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,2,1,85,100,42,f
Parkviertel,Mitte,4,Entire home/apt,1,2,2,40,82,246,f
Moabit West,Mitte,12,Entire home/apt,1,3,6,104,99,67,t
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,1,107,97,337,f
Prenzlauer Berg Südwest,Pankow,7,Entire home/apt,1,2,3,100,87,365,f
Prenzlauer Berg Südwest,Pankow,5,Entire home/apt,1,1,4,80,94,54,f
Helmholtzplatz,Pankow,3,Entire home/apt,1,1,2,70,92,364,f
Prenzlauer Berg Südwest,Pankow,5,Entire home/apt,1,2,4,100,91,364,f
Helmholtzplatz,Pankow,5,Entire home/apt,1,1,4,75,89,261,f
Prenzlauer Berg Südwest,Pankow,6,Entire home/apt,1,2,5,110,93,289,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,75,91,272,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,4,120,97,78,f
Brunsbütteler Damm,Spandau,3,Entire home/apt,1,1,3,30,73,321,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,61,95,100,t
Brunnenstr. Nord,Mitte,4,Entire home/apt,1,1,1,89,91,51,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,1,3,90,94,230,f
Rixdorf,Neukölln,4,Entire home/apt,1,2,2,66,95,76,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,2,65,100,170,f
Helmholtzplatz,Pankow,4,Private room,0,1,2,68,91,66,t
Mariendorf,Tempelhof - Schöneberg,3,Entire home/apt,1,1,1,105,100,365,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,4,150,99,343,f
Prenzlauer Berg Süd,Pankow,4,Entire home/apt,1,1,2,75,96,87,f
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,1,2,2,90,90,320,f
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,2,3,1,90,100,84,f
Alexanderplatz,Mitte,6,Shared room,0,1,0,42,91,107,f
Alexanderplatz,Mitte,6,Entire home/apt,1.5,2,4,80,80,175,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1.5,1,2,149,91,130,t
Neuköllner Mitte/Zentrum,Neukölln,4,Entire home/apt,1,1,2,79,95,66,t
Neuköllner Mitte/Zentrum,Neukölln,6,Entire home/apt,1,3,3,199,87,364,f
Osloer Straße,Mitte,4,Entire home/apt,1,2,3,1050,0,364,f
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,5,Private room,0,3,5,35.29,91,365,t
Parkviertel,Mitte,3,Entire home/apt,1,1,2,34,0,77,t
Wiesbadener Straße,Charlottenburg-Wilm.,3,Entire home/apt,1,1,2,42,92,49,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,0,99,98,186,f
Prenzlauer Berg Ost,Pankow,3,Entire home/apt,1,1,2,50,86,36,f
Westend,Charlottenburg-Wilm.,5,Entire home/apt,2,4,4,320,100,352,f
Brunnenstr. Süd,Mitte,12,Entire home/apt,1.5,3,6,148,91,101,t
Plänterwald,Treptow - Köpenick,4,Entire home/apt,1,2,3,90,100,111,t
Düsseldorfer Straße,Charlottenburg-Wilm.,3,Entire home/apt,1,2,2,52,0,289,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,98,97,343,t
Prenzlauer Berg Süd,Pankow,3,Entire home/apt,1,1,1,70,96,45,f
Halensee,Charlottenburg-Wilm.,4,Entire home/apt,1,2,2,42,86,171,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,7,Entire home/apt,1,3,3,87.43,81,162,f
Volkspark Wilmersdorf,Charlottenburg-Wilm.,4,Entire home/apt,1,2,4,62,90,359,t
Osloer Straße,Mitte,4,Shared room,0,1,4,17,84,364,f
Neu Lichtenberg,Lichtenberg,3,Private room,0,1,1,35,97,361,f
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,74,95,337,t
Schöneberg-Nord,Tempelhof - Schöneberg,4,Entire home/apt,1,3,2,49,100,275,f
Kantstraße,Charlottenburg-Wilm.,3,Private room,0,1,2,40,100,354,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,94,98,347,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1.5,2,3,225,100,59,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1.5,1,4,148,96,335,t
Tempelhof,Tempelhof - Schöneberg,16,Entire home/apt,0,12,15,885,100,296,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,98,97,352,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,1,104,92,180,f
Alexanderplatz,Mitte,10,Entire home/apt,2,3,8,226,83,58,t
Blankenfelde/Niederschönhausen,Pankow,5,Entire home/apt,1,2,1,69,97,53,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,6,126,82,117,t
Alexanderplatz,Mitte,10,Entire home/apt,2,3,8,175,85,69,t
Alexanderplatz,Mitte,6,Entire home/apt,1,2,6,113,79,76,t
Alexanderplatz,Mitte,10,Entire home/apt,2,3,8,189,82,70,t
Müggelheim,Treptow - Köpenick,7,Entire home/apt,2,3,4,121,98,329,f
Alt  Treptow,Treptow - Köpenick,6,Entire home/apt,2,3,4,129,100,239,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,48,100,233,t
Regierungsviertel,Mitte,6,Entire home/apt,1,2,4,139,97,135,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,98,98,347,t
Gatow / Kladow,Spandau,4,Entire home/apt,1,2,3,71,94,283,t
Köllnische Heide,Neukölln,3,Entire home/apt,1,1,2,50,88,361,t
Moabit West,Mitte,4,Entire home/apt,1,2,2,150,100,104,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,0,98,94,309,t
Nord 2,Reinickendorf,4,Entire home/apt,1.5,1,1,55,100,288,f
Oberschöneweide,Treptow - Köpenick,3,Private room,0,1,2,34,98,64,f
Pankow Süd,Pankow,5,Entire home/apt,1,2,2,58,85,349,f
Alexanderplatz,Mitte,8,Entire home/apt,1,2,4,110,80,65,t
Kantstraße,Charlottenburg-Wilm.,5,Entire home/apt,1,3,3,300,99,365,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,76,80,291,f
Moabit West,Mitte,16,Entire home/apt,1.5,5,11,207,89,360,t
Rahnsdorf/Hessenwinkel,Treptow - Köpenick,5,Entire home/apt,2,2,6,90,88,307,f
Regierungsviertel,Mitte,3,Entire home/apt,1,1,3,109,97,180,f
Kurfürstendamm,Charlottenburg-Wilm.,3,Entire home/apt,1.5,2,2,90,100,365,f
Rixdorf,Neukölln,3,Entire home/apt,1,1,1,60,98,47,f
Brunsbütteler Damm,Spandau,6,Entire home/apt,2,2,4,41,0,321,f
Wedding Zentrum,Mitte,3,Entire home/apt,1,1,2,39,100,262,f
Alexanderplatz,Mitte,6,Entire home/apt,2,3,4,285,91,356,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,103,87,92,t
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,89,0,365,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,7,Entire home/apt,1,2,5,129,100,365,f
Moabit Ost,Mitte,8,Entire home/apt,1,2,4,159,0,365,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,2,6,119,0,365,f
Regierungsviertel,Mitte,3,Entire home/apt,1,1,3,103,97,179,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,69,82,60,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,75,82,333,t
Regierungsviertel,Mitte,4,Entire home/apt,1,2,4,117,94,179,f
Alexanderplatz,Mitte,4,Entire home/apt,1.5,2,3,128,95,163,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,135,97,335,f
Weißensee,Pankow,6,Entire home/apt,1,1,1,99,97,180,t
Prenzlauer Berg Ost,Pankow,4,Entire home/apt,1,2,2,50,89,355,f
Dammvorstadt,Treptow - Köpenick,3,Entire home/apt,1,1,2,59,98,358,f
Schillerpromenade,Neukölln,8,Entire home/apt,1,3,5,125,94,76,t
Schöneberg-Nord,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,90,100,177,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,4,98,98,351,t
nördliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,3,89,96,339,t
Prenzlauer Berg Südwest,Pankow,4,Entire home/apt,2.5,2,3,190,100,358,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,1,1,5,98,97,337,t
West 2,Reinickendorf,4,Private room,0,2,3,33,96,158,t
Brunsbütteler Damm,Spandau,4,Entire home/apt,1,2,4,38,90,315,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,6,Entire home/apt,1,3,6,130,97,200,t
Kantstraße,Charlottenburg-Wilm.,5,Entire home/apt,1,2,2,193,95,330,t
Alexanderplatz,Mitte,3,Entire home/apt,1,1,1,59,0,87,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,2,50,99,259,f
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,2,4,72,89,359,t
Schillerpromenade,Neukölln,5,Entire home/apt,1,2,6,99,98,107,f
Alexanderplatz,Mitte,4,Entire home/apt,1,1,3,55,90,301,t
Karl-Marx-Allee-Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,2,2,65,98,138,f
Prenzlauer Berg Nordwest,Pankow,8,Entire home/apt,1,3,5,188,95,69,f
Moabit West,Mitte,3,Entire home/apt,1.5,1,1,37,89,307,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,128,94,128,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,133,91,114,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,114,91,124,t
Moabit West,Mitte,3,Entire home/apt,1,1,1,47,94,314,t
Tiergarten Süd,Mitte,3,Entire home/apt,2,3,2,240,95,180,t
Prenzlauer Berg Nordwest,Pankow,4,Entire home/apt,1,1,2,86,80,364,f
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,129,93,126,t
Biesdorf,Marzahn - Hellersdorf,4,Private room,0,2,4,70,100,88,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,3,Private room,0,1,2,31,100,31,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,200,98,178,f
Zehlendorf  Südwest,Steglitz - Zehlendorf,6,Entire home/apt,1,2,6,385,100,130,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,3,85,87,297,f
Brunnenstr. Süd,Mitte,3,Entire home/apt,1,1,1,90,96,46,f
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,164,96,131,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,164,92,131,t
Prenzlauer Berg Nordwest,Pankow,3,Entire home/apt,1,1,2,172.14,96,128,t
Prenzlauer Berg Nordwest,Pankow,6,Entire home/apt,2,2,3,258,95,124,t
Moabit West,Mitte,3,Private room,0,1,2,40,99,133,t
Alt-Lichtenberg,Lichtenberg,5,Private room,0,2,3,50,89,364,f
Tempelhof,Tempelhof - Schöneberg,5,Entire home/apt,1,1,3,161,94,48,t
Tempelhof,Tempelhof - Schöneberg,5,Entire home/apt,1,2,3,193.14,96,53,t
Tempelhof,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,118,95,44,t
Brunnenstr. Nord,Mitte,5,Entire home/apt,1,1,5,89,75,179,f
Parkviertel,Mitte,7,Entire home/apt,1,3,4,90,88,361,t
Parkviertel,Mitte,4,Entire home/apt,1,1,3,56,91,241,t
Moabit Ost,Mitte,6,Entire home/apt,1,2,3,144,94,53,t
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,2,2,110,100,107,f
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,7,Entire home/apt,1,2,6,76,94,334,t
Schöneberg-Süd,Tempelhof - Schöneberg,7,Entire home/apt,1.5,3,7,258,96,47,t
Brunnenstr. Nord,Mitte,3,Entire home/apt,1,2,2,70,0,72,f
Prenzlauer Berg Ost,Pankow,5,Entire home/apt,1,3,3,158,94,71,f
Alexanderplatz,Mitte,8,Entire home/apt,1,2,5,119,89,103,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,7,Entire home/apt,1,3,4,180,0,113,f
nördliche Luisenstadt,Friedrichshain-Kreuzberg,5,Entire home/apt,2,2,3,200,97,177,t
Rixdorf,Neukölln,4,Entire home/apt,1,1,2,40.71,94,263,t
Südliche Friedrichstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,2,2,2,57,0,258,f
Schöneberg-Süd,Tempelhof - Schöneberg,4,Entire home/apt,1,1,2,122,93,53,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,125,88,46,t
Schöneberg-Süd,Tempelhof - Schöneberg,3,Entire home/apt,1,1,2,114,94,53,t
Weißensee Ost,Pankow,6,Entire home/apt,2,3,3,249,0,84,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,133,94,48,t
Prenzlauer Berg Süd,Pankow,3,Private room,0,1,2,40,98,254,f
Parkviertel,Mitte,6,Entire home/apt,1,1,2,54,89,82,t
Alexanderplatz,Mitte,4,Entire home/apt,1,1,2,71,97,349,t
Wilhelmstadt,Spandau,5,Entire home/apt,1,2,4,41,93,345,f
Köpenick-Nord,Treptow - Köpenick,4,Entire home/apt,1,2,4,60,94,155,f
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,89,0,365,t
Alexanderplatz,Mitte,4,Entire home/apt,2,2,2,199,98,117,f
Reuterstraße,Neukölln,4,Private room,0,2,3,55,96,358,t
Drakestr.,Steglitz - Zehlendorf,5,Entire home/apt,2,3,3,95,100,364,f
Schloßstr.,Steglitz - Zehlendorf,4,Entire home/apt,1,1,2,65,99,197,f
Kurfürstendamm,Charlottenburg-Wilm.,9,Entire home/apt,2,3,4,169,92,164,f
Kurfürstendamm,Charlottenburg-Wilm.,10,Entire home/apt,2,5,8,218,89,145,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,2,122,88,50,t
Alexanderplatz,Mitte,5,Entire home/apt,2,2,2,192,97,179,t
Düsseldorfer Straße,Charlottenburg-Wilm.,4,Entire home/apt,1,1,1,135,98,187,t
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Private room,0,1,1,30,95,145,t
Osloer Straße,Mitte,8,Entire home/apt,1,3,5,61,81,351,t
Reuterstraße,Neukölln,6,Entire home/apt,1,2,1,54,96,49,t
Schillerpromenade,Neukölln,6,Entire home/apt,1,2,4,78,95,214,t
Dammvorstadt,Treptow - Köpenick,7,Entire home/apt,1,2,4,84,97,337,t
Tempelhofer Vorstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,3,3,108,97,139,f
Kurfürstendamm,Charlottenburg-Wilm.,4,Private room,0,1,2,104,96,178,t
Moabit West,Mitte,6,Entire home/apt,1.5,2,3,66,85,357,f
Wedding Zentrum,Mitte,6,Entire home/apt,1,2,3,80,85,348,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,5,44,0,202,f
südliche Luisenstadt,Friedrichshain-Kreuzberg,6,Entire home/apt,2.5,3,2,175,98,150,f
Blankenfelde/Niederschönhausen,Pankow,6,Entire home/apt,2,4,2,150,100,54,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,35,100,165,f
Marienfelde,Tempelhof - Schöneberg,3,Private room,0,1,1,44,97,98,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,4,Entire home/apt,1,2,2,138,89,363,t
Teltower Damm,Steglitz - Zehlendorf,5,Entire home/apt,2,3,3,200,96,260,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,4,Entire home/apt,1,1,2,102,99,91,f
Brunnenstr. Süd,Mitte,4,Entire home/apt,1,1,1,62,92,296,t
Neu Lichtenberg,Lichtenberg,6,Entire home/apt,1,2,5,120,86,361,t
Parkviertel,Mitte,5,Private room,0,2,1,29,95,111,f
Schönholz/Wilhelmsruh/Rosenthal,Pankow,4,Entire home/apt,1,2,2,125,99,210,t
Reuterstraße,Neukölln,6,Entire home/apt,1,1,3,90,87,331,f
Alt-Lichtenberg,Lichtenberg,8,Entire home/apt,1,2,8,88,92,325,t
Pankow Zentrum,Pankow,4,Entire home/apt,1,2,3,72.14,97,302,f
Tempelhof,Tempelhof - Schöneberg,4,Entire home/apt,1,1,0,89,99,71,f
Wilhelmstadt,Spandau,3,Entire home/apt,1,1,3,29,100,334,f
Frankfurter Allee Nord,Friedrichshain-Kreuzberg,3,Entire home/apt,1,1,1,36,80,203,t
Karl-Marx-Allee-Süd,Friedrichshain-Kreuzberg,4,Private room,0,2,2,95,99,364,f
Tiergarten Süd,Mitte,4,Entire home/apt,1,1,2,109,99,354,f
Dammvorstadt,Treptow - Köpenick,6,Entire home/apt,2,2,6,99,100,232,f
Parkviertel,Mitte,4,Entire home/apt,1,1,2,48,88,232,t
Schöneberg-Süd,Tempelhof - Schöneberg,5,Entire home/apt,1,2,4,82,94,149,t
Moabit West,Mitte,3,Private room,0,1,2,61,91,87,f
Parkviertel,Mitte,3,Entire home/apt,1,1,2,52.14,94,353,t
Prenzlauer Berg Nord,Pankow,6,Entire home/apt,2,4,4,295,99,115,f
Prenzlauer Berg Nordwest,Pankow,6,Entire home/apt,1,3,4,220,95,338,t
Alexanderplatz,Mitte,4,Private room,1,2,2,103,100,263,f
Alexanderplatz,Mitte,4,Entire home/apt,1,2,3,200,94,364,f
Schmargendorf,Charlottenburg-Wilm.,4,Private room,0,1,4,100,98,360,f
Frankfurter Allee Süd FK,Friedrichshain-Kreuzberg,3,Private room,0,1,1,59,100,160,f
Regierungsviertel,Mitte,4,Entire home/apt,2,1,2,60,98,359,t
